"chrom" "Start" "FBgn"
"3R" 9330885 "FBgn0037678"
"3R" 9329223 "FBgn0037677"
"3R" 9293642 "FBgn0037676"
"3R" 9504656 "FBgn0037700"
"3R" 9513327 "FBgn0014022"
"3R" 9516007 "FBgn0037703"
"3R" 9516007 "FBgn0037702"
"3R" 9552034 "FBgn0037707"
"3R" 9555785 "FBgn0037709"
"3R" 9559760 "FBgn0027950"
"3R" 9566195 "FBgn0037712"
"3R" 9581306 "FBgn0037717"
"3R" 9586942 "FBgn0037718"
"3R" 9591309 "FBgn0037720"
"3R" 9627321 "FBgn0037722"
"3R" 9631641 "FBgn0037723"
"3R" 9638182 "FBgn0012344"
"3R" 9675523 "FBgn0037727"
"3R" 9677927 "FBgn0037728"
"3R" 9679939 "FBgn0028997"
"3R" 9685760 "FBgn0037731"
"3R" 9693079 "FBgn0052939"
"3R" 9731221 "FBgn0003886"
"3R" 9714623 "FBgn0002431"
"3R" 9705996 "FBgn0037734"
"3R" 9694386 "FBgn0051352"
"3R" 9687402 "FBgn0053105"
"3R" 9687060 "FBgn0260463"
"3R" 9684469 "FBgn0069242"
"3R" 9681415 "FBgn0037730"
"3R" 9651179 "FBgn0037726"
"3R" 9644978 "FBgn0037724"
"3R" 9633359 "FBgn0003334"
"3R" 9628691 "FBgn0005585"
"3R" 9625157 "FBgn0037721"
"3R" 9574484 "FBgn0027338"
"3R" 9571911 "FBgn0037715"
"3R" 9570414 "FBgn0037714"
"3R" 9569074 "FBgn0037713"
"3R" 9561583 "FBgn0037710"
"3R" 9557712 "FBgn0024833"
"3R" 9553696 "FBgn0037708"
"3R" 9535625 "FBgn0037705"
"3R" 9528238 "FBgn0000244"
"3R" 9514822 "FBgn0014023"
"3R" 9510561 "FBgn0003205"
"3R" 9497101 "FBgn0014380"
"3R" 9461084 "FBgn0037698"
"3R" 9740899 "FBgn0037737"
"3R" 9743517 "FBgn0051415"
"3R" 9747875 "FBgn0005777"
"3R" 9756491 "FBgn0037743"
"3R" 9775121 "FBgn0037751"
"3R" 9780064 "FBgn0037753"
"3R" 9784653 "FBgn0037754"
"3R" 9791483 "FBgn0037756"
"3R" 9793295 "FBgn0037757"
"3R" 9801280 "FBgn0037759"
"3R" 9812747 "FBgn0037761"
"3R" 9814161 "FBgn0037762"
"3R" 9982816 "FBgn0037770"
"3R" 9826081 "FBgn0037766"
"3R" 9818914 "FBgn0037765"
"3R" 9815928 "FBgn0037763"
"3R" 9803486 "FBgn0037760"
"3R" 9797769 "FBgn0037758"
"3R" 9787816 "FBgn0037755"
"3R" 9783407 "FBgn0002868"
"3R" 9771795 "FBgn0037750"
"3R" 9770532 "FBgn0037749"
"3R" 9766031 "FBgn0024330"
"3R" 9754735 "FBgn0037742"
"3R" 9751088 "FBgn0037741"
"3R" 9746167 "FBgn0037739"
"3R" 9734012 "FBgn0037736"
"3R" 9997163 "FBgn0037772"
"3R" 10043270 "FBgn0027524"
"3R" 10045574 "FBgn0037778"
"3R" 10049199 "FBgn0037780"
"3R" 10053332 "FBgn0051410"
"3R" 10060252 "FBgn0037783"
"3R" 10071117 "FBgn0041105"
"3R" 10112237 "FBgn0037788"
"3R" 10121773 "FBgn0051477"
"3R" 10171156 "FBgn0037796"
"3R" 10161464 "FBgn0040238"
"3R" 10159144 "FBgn0037794"
"3R" 10140103 "FBgn0037792"
"3R" 10126129 "FBgn0004889"
"3R" 10122365 "FBgn0001321"
"3R" 10101420 "FBgn0028734"
"3R" 10073821 "FBgn0037786"
"3R" 10055356 "FBgn0037782"
"3R" 10051508 "FBgn0037781"
"3R" 10047252 "FBgn0037779"
"3R" 10044596 "FBgn0037777"
"3R" 10001554 "FBgn0053208"
"3R" 10022845 "FBgn0051407"
"3R" 9999771 "FBgn0037773"
"3R" 9995544 "FBgn0045473"
"3R" 10222698 "FBgn0037797"
"3R" 10251518 "FBgn0037801"
"3R" 10262123 "FBgn0040078"
"3R" 10331581 "FBgn0037809"
"3R" 10333115 "FBgn0037810"
"3R" 10338342 "FBgn0037811"
"3R" 10348761 "FBgn0051406"
"3R" 10350182 "FBgn0015396"
"3R" 10361760 "FBgn0020379"
"3R" 10307806 "FBgn0037807"
"3R" 10278054 "FBgn0011970"
"3R" 10255349 "FBgn0037802"
"3R" 10223440 "FBgn0037798"
"3R" 10203875 "FBgn0025879"
"3R" 10401032 "FBgn0045443"
"3R" 10413301 "FBgn0037815"
"3R" 10434789 "FBgn0037817"
"3R" 10414218 "FBgn0037816"
"3R" 10408618 "FBgn0024957"
"3R" 10402967 "FBgn0037814"
"3R" 10706974 "FBgn0037824"
"3R" 10714798 "FBgn0037827"
"3R" 10761310 "FBgn0037831"
"3R" 10779569 "FBgn0037832"
"3R" 10788524 "FBgn0017577"
"3R" 10792904 "FBgn0037835"
"3R" 10815288 "FBgn0037838"
"3R" 10852724 "FBgn0037841"
"3R" 10854501 "FBgn0037843"
"3R" 10856807 "FBgn0037844"
"3R" 10868708 "FBgn0037848"
"3R" 10873038 "FBgn0037849"
"3R" 10870906 "FBgn0011768"
"3R" 10860531 "FBgn0037846"
"3R" 10858202 "FBgn0037845"
"3R" 10853374 "FBgn0037842"
"3R" 10811581 "FBgn0037837"
"3R" 10786481 "FBgn0037834"
"3R" 10766622 "FBgn0010421"
"3R" 10760071 "FBgn0051390"
"3R" 10756296 "FBgn0051272"
"3R" 10753331 "FBgn0037829"
"3R" 10737592 "FBgn0004841"
"3R" 10735277 "FBgn0037828"
"3R" 10709588 "FBgn0037826"
"3R" 10708487 "FBgn0051373"
"3R" 10707398 "FBgn0051278"
"3R" 10705170 "FBgn0051467"
"3R" 10703372 "FBgn0051391"
"3R" 10677737 "FBgn0037819"
"3R" 10675560 "FBgn0037818"
"3R" 10885540 "FBgn0037856"
"3R" 10950284 "FBgn0037857"
"3R" 10889768 "FBgn0037855"
"3R" 10887345 "FBgn0042094"
"3R" 10882433 "FBgn0037853"
"3R" 10879572 "FBgn0037852"
"3R" 10878204 "FBgn0037850"
"3R" 11137177 "FBgn0037862"
"3R" 11154626 "FBgn0040257"
"3R" 11157098 "FBgn0040259"
"3R" 11161207 "FBgn0027584"
"3R" 11175529 "FBgn0040252"
"3R" 11196092 "FBgn0037870"
"3R" 11210247 "FBgn0037874"
"3R" 11216535 "FBgn0037876"
"3R" 11221894 "FBgn0020910"
"3R" 11225520 "FBgn0037879"
"3R" 11226762 "FBgn0037880"
"3R" 11231912 "FBgn0037883"
"3R" 11235140 "FBgn0037885"
"3R" 11236286 "FBgn0051441"
"3R" 11237815 "FBgn0051388"
"3R" 11241183 "FBgn0037889"
"3R" 11244302 "FBgn0037891"
"3R" 11242208 "FBgn0037890"
"3R" 11240041 "FBgn0037888"
"3R" 11232429 "FBgn0037884"
"3R" 11230617 "FBgn0037882"
"3R" 11228158 "FBgn0037881"
"3R" 11220268 "FBgn0037878"
"3R" 11217898 "FBgn0037877"
"3R" 11212308 "FBgn0037875"
"3R" 11208887 "FBgn0037873"
"3R" 11173441 "FBgn0040250"
"3R" 11170817 "FBgn0026315"
"3R" 11168503 "FBgn0026314"
"3R" 11166177 "FBgn0040255"
"3R" 11164423 "FBgn0040253"
"3R" 11151026 "FBgn0040251"
"3R" 11126597 "FBgn0040256"
"3R" 11114671 "FBgn0037860"
"3R" 11407918 "FBgn0037892"
"3R" 11410047 "FBgn0011774"
"3R" 11412522 "FBgn0037894"
"3R" 11422092 "FBgn0037897"
"3R" 11430061 "FBgn0037898"
"3R" 11431738 "FBgn0037900"
"3R" 11435850 "FBgn0037902"
"3R" 11437785 "FBgn0046225"
"3R" 11499984 "FBgn0037908"
"3R" 11452849 "FBgn0037906"
"3R" 11437547 "FBgn0051374"
"3R" 11433488 "FBgn0037901"
"3R" 11430740 "FBgn0037899"
"3R" 11419376 "FBgn0037896"
"3R" 11416218 "FBgn0037895"
"3R" 11346294 "FBgn0026064"
"3R" 11346294 "FBgn0026063"
"3R" 11554145 "FBgn0037910"
"3R" 11557776 "FBgn0037911"
"3R" 11578826 "FBgn0037916"
"3R" 11581576 "FBgn0037917"
"3R" 11620090 "FBgn0037920"
"3R" 11623339 "FBgn0037922"
"3R" 11626889 "FBgn0042205"
"3R" 11628759 "FBgn0037924"
"3R" 11650971 "FBgn0037926"
"3R" 11674221 "FBgn0037930"
"3R" 11679743 "FBgn0037933"
"3R" 11700614 "FBgn0037939"
"3R" 11704030 "FBgn0025821"
"3R" 11711676 "FBgn0037940"
"3R" 11721734 "FBgn0037941"
"3R" 11735447 "FBgn0037942"
"3R" 11741890 "FBgn0037943"
"3R" 11744229 "FBgn0037944"
"3R" 11736810 "FBgn0002906"
"3R" 11693410 "FBgn0037937"
"3R" 11690386 "FBgn0042110"
"3R" 11688381 "FBgn0037936"
"3R" 11684672 "FBgn0037935"
"3R" 11680972 "FBgn0037934"
"3R" 11678386 "FBgn0011290"
"3R" 11674920 "FBgn0037931"
"3R" 11625051 "FBgn0037923"
"3R" 11621466 "FBgn0037921"
"3R" 11590386 "FBgn0051363"
"3R" 11585354 "FBgn0037918"
"3R" 11575901 "FBgn0037915"
"3R" 11787176 "FBgn0037950"
"3R" 11819359 "FBgn0019624"
"3R" 11877235 "FBgn0003312"
"3R" 11882790 "FBgn0051368"
"3R" 11931262 "FBgn0037964"
"3R" 11949680 "FBgn0051211"
"3R" 11958535 "FBgn0013276"
"3R" 11963124 "FBgn0000147"
"3R" 11971694 "FBgn0037970"
"3R" 11994175 "FBgn0037976"
"3R" 11983098 "FBgn0037975"
"3R" 11980704 "FBgn0037974"
"3R" 11978574 "FBgn0037973"
"3R" 11975156 "FBgn0037972"
"3R" 11954163 "FBgn0013275"
"3R" 11893512 "FBgn0037963"
"3R" 11892306 "FBgn0037962"
"3R" 11883938 "FBgn0037960"
"3R" 11879702 "FBgn0037958"
"3R" 11822702 "FBgn0037956"
"3R" 11820381 "FBgn0037955"
"3R" 11797244 "FBgn0051116"
"3R" 11789293 "FBgn0025802"
"3R" 11781131 "FBgn0037949"
"3R" 11750931 "FBgn0017581"
"3R" 12010772 "FBgn0037979"
"3R" 12017156 "FBgn0037981"
"3R" 12033142 "FBgn0037985"
"3R" 12094876 "FBgn0051361"
"3R" 12131356 "FBgn0011905"
"3R" 12197941 "FBgn0037995"
"3R" 12192703 "FBgn0037994"
"3R" 12138833 "FBgn0037993"
"3R" 12121583 "FBgn0037992"
"3R" 12068375 "FBgn0037989"
"3R" 12061070 "FBgn0037988"
"3R" 12048253 "FBgn0037987"
"3R" 12027736 "FBgn0051358"
"3R" 12014943 "FBgn0037980"
"3R" 12007476 "FBgn0037978"
"3R" 12206575 "FBgn0051356"
"3R" 12222387 "FBgn0038000"
"3R" 12229413 "FBgn0038003"
"3R" 12254187 "FBgn0038008"
"3R" 12258737 "FBgn0003651"
"3R" 12270890 "FBgn0038009"
"3R" 12311353 "FBgn0038011"
"3R" 12323521 "FBgn0038012"
"3R" 12360008 "FBgn0038017"
"3R" 12371971 "FBgn0010038"
"3R" 12373068 "FBgn0010039"
"3R" 12374100 "FBgn0010040"
"3R" 12375733 "FBgn0010041"
"3R" 12377128 "FBgn0010042"
"3R" 12378500 "FBgn0010043"
"3R" 12380008 "FBgn0010044"
"3R" 12383336 "FBgn0038029"
"3R" 12387188 "FBgn0053098"
"3R" 12406532 "FBgn0038038"
"3R" 12408316 "FBgn0038039"
"3R" 12413828 "FBgn0082831"
"3R" 12422768 "FBgn0038043"
"3R" 12426578 "FBgn0038045"
"3R" 12429560 "FBgn0038047"
"3R" 12434098 "FBgn0038049"
"3R" 12436248 "FBgn0043043"
"3R" 12432533 "FBgn0029512"
"3R" 12427795 "FBgn0038046"
"3R" 12423621 "FBgn0004103"
"3R" 12421236 "FBgn0038042"
"3R" 12411809 "FBgn0000455"
"3R" 12403340 "FBgn0038037"
"3R" 12396007 "FBgn0038034"
"3R" 12380869 "FBgn0038028"
"3R" 12366163 "FBgn0038020"
"3R" 12364776 "FBgn0042206"
"3R" 12363667 "FBgn0038018"
"3R" 12352143 "FBgn0038016"
"3R" 12350815 "FBgn0038014"
"3R" 12348987 "FBgn0038013"
"3R" 12322563 "FBgn0051432"
"3R" 12237138 "FBgn0038007"
"3R" 12234980 "FBgn0038006"
"3R" 12232794 "FBgn0038005"
"3R" 12231645 "FBgn0011270"
"3R" 12223991 "FBgn0038001"
"3R" 12219881 "FBgn0037999"
"3R" 12213792 "FBgn0037998"
"3R" 12208159 "FBgn0037996"
"3R" 12449296 "FBgn0038053"
"3R" 12452464 "FBgn0038054"
"3R" 12456573 "FBgn0038055"
"3R" 12460414 "FBgn0038057"
"3R" 12502510 "FBgn0051354"
"3R" 12505793 "FBgn0013278"
"3R" 12509076 "FBgn0013279"
"3R" 12526188 "FBgn0028374"
"3R" 12628031 "FBgn0038065"
"3R" 12630647 "FBgn0260444"
"3R" 12633359 "FBgn0042207"
"3R" 12634917 "FBgn0038067"
"3R" 12636540 "FBgn0038068"
"3R" 12638481 "FBgn0038069"
"3R" 12648058 "FBgn0038071"
"3R" 12654577 "FBgn0038072"
"3R" 12662831 "FBgn0038073"
"3R" 12674608 "FBgn0038074"
"3R" 12691743 "FBgn0011745"
"3R" 12695129 "FBgn0038079"
"3R" 12697322 "FBgn0016693"
"3R" 12705094 "FBgn0038080"
"3R" 12739642 "FBgn0038082"
"3R" 12746036 "FBgn0038084"
"3R" 12741958 "FBgn0038083"
"3R" 12713103 "FBgn0002719"
"3R" 12705523 "FBgn0002905"
"3R" 12694229 "FBgn0038078"
"3R" 12691733 "FBgn0051347"
"3R" 12689873 "FBgn0005355"
"3R" 12682186 "FBgn0001296"
"3R" 12679279 "FBgn0038076"
"3R" 12676487 "FBgn0026207"
"3R" 12640163 "FBgn0038070"
"3R" 12623762 "FBgn0005671"
"3R" 12475336 "FBgn0052865"
"3R" 12465453 "FBgn0013277"
"3R" 12462562 "FBgn0038058"
"3R" 12458421 "FBgn0038056"
"3R" 12437817 "FBgn0038051"
"3R" 12891956 "FBgn0038089"
"3R" 12916056 "FBgn0038092"
"3R" 12910120 "FBgn0038090"
"3R" 12855544 "FBgn0038088"
"3R" 12811145 "FBgn0051345"
"3R" 12963791 "FBgn0038095"
"3R" 12978000 "FBgn0038099"
"3R" 12980792 "FBgn0038100"
"3R" 12986041 "FBgn0051342"
"3R" 12995620 "FBgn0038106"
"3R" 12998089 "FBgn0038108"
"3R" 13009895 "FBgn0038109"
"3R" 13030913 "FBgn0002354"
"3R" 13032528 "FBgn0003308"
"3R" 13038375 "FBgn0038113"
"3R" 13042050 "FBgn0038114"
"3R" 13044759 "FBgn0001217"
"3R" 13047731 "FBgn0051157"
"3R" 13057755 "FBgn0004666"
"3R" 13088651 "FBgn0038118"
"3R" 13049398 "FBgn0038115"
"3R" 13040165 "FBgn0003450"
"3R" 13008384 "FBgn0038110"
"3R" 12996876 "FBgn0038107"
"3R" 12993395 "FBgn0038105"
"3R" 12991449 "FBgn0041710"
"3R" 12987376 "FBgn0038102"
"3R" 12967775 "FBgn0038098"
"3R" 12950042 "FBgn0040493"
"3R" 12965938 "FBgn0038097"
"3R" 13181304 "FBgn0038122"
"3R" 13188519 "FBgn0038124"
"3R" 13191599 "FBgn0038125"
"3R" 13260356 "FBgn0040551"
"3R" 13264364 "FBgn0003598"
"3R" 13279721 "FBgn0038130"
"3R" 13290629 "FBgn0038133"
"3R" 13294748 "FBgn0038135"
"3R" 13298768 "FBgn0038136"
"3R" 13302648 "FBgn0052473"
"3R" 13338330 "FBgn0038140"
"3R" 13353673 "FBgn0045442"
"3R" 13364938 "FBgn0027610"
"3R" 13369648 "FBgn0038142"
"3R" 13379842 "FBgn0038144"
"3R" 13382106 "FBgn0038145"
"3R" 13397835 "FBgn0038148"
"3R" 13409543 "FBgn0041711"
"3R" 13405109 "FBgn0038151"
"3R" 13403423 "FBgn0038150"
"3R" 13398526 "FBgn0038149"
"3R" 13396694 "FBgn0040553"
"3R" 13389059 "FBgn0038147"
"3R" 13385648 "FBgn0038146"
"3R" 13381276 "FBgn0044511"
"3R" 13373104 "FBgn0038143"
"3R" 13370240 "FBgn0023495"
"3R" 13292052 "FBgn0038134"
"3R" 13287655 "FBgn0038132"
"3R" 13269137 "FBgn0038129"
"3R" 13262733 "FBgn0038128"
"3R" 13222951 "FBgn0000024"
"3R" 13219644 "FBgn0038127"
"3R" 13208754 "FBgn0038126"
"3R" 13185526 "FBgn0038123"
"3R" 13420279 "FBgn0038153"
"3R" 13425983 "FBgn0000046"
"3R" 13587997 "FBgn0038158"
"3R" 13591632 "FBgn0038159"
"3R" 13543966 "FBgn0051337"
"3R" 13522951 "FBgn0038157"
"3R" 13455511 "FBgn0040554"
"3R" 13428867 "FBgn0004049"
"3R" 13615917 "FBgn0038161"
"3R" 13631942 "FBgn0038163"
"3R" 13647004 "FBgn0015778"
"3R" 13676549 "FBgn0038167"
"3R" 13683921 "FBgn0024555"
"3R" 13694053 "FBgn0038170"
"3R" 13700565 "FBgn0002937"
"3R" 13706757 "FBgn0038173"
"3R" 13765756 "FBgn0038179"
"3R" 13767549 "FBgn0038180"
"3R" 13771495 "FBgn0038181"
"3R" 13779624 "FBgn0260464"
"3R" 13780964 "FBgn0038183"
"3R" 13782288 "FBgn0000454"
"3R" 13797953 "FBgn0051588"
"3R" 13798198 "FBgn0051331"
"3R" 13703084 "FBgn0038172"
"3R" 13695263 "FBgn0028487"
"3R" 13679440 "FBgn0038168"
"3R" 13675092 "FBgn0038166"
"3R" 13667046 "FBgn0038165"
"3R" 13656846 "FBgn0004237"
"3R" 13654556 "FBgn0010258"
"3R" 13611583 "FBgn0003060"
"3R" 13607078 "FBgn0038160"
"3R" 13901853 "FBgn0000576"
"3R" 13948420 "FBgn0047199"
"3R" 13958789 "FBgn0016672"
"3R" 13964885 "FBgn0015270"
"3R" 14032371 "FBgn0038195"
"3R" 14035018 "FBgn0038196"
"3R" 13960712 "FBgn0038191"
"3R" 13949454 "FBgn0038190"
"3R" 13944654 "FBgn0038189"
"3R" 13942238 "FBgn0038188"
"3R" 13867345 "FBgn0008646"
"3R" 13854599 "FBgn0038186"
"3R" 13838240 "FBgn0051495"
"3R" 13827151 "FBgn0002862"
"3R" 14056945 "FBgn0038197"
"3R" 14089517 "FBgn0038198"
"3R" 14109445 "FBgn0038203"
"3R" 14122654 "FBgn0038206"
"3R" 14162709 "FBgn0038210"
"3R" 14249043 "FBgn0027083"
"3R" 14244804 "FBgn0038214"
"3R" 14228018 "FBgn0038213"
"3R" 14225098 "FBgn0027563"
"3R" 14222074 "FBgn0053329"
"3R" 14220560 "FBgn0053109"
"3R" 14218136 "FBgn0051326"
"3R" 14215459 "FBgn0038211"
"3R" 14165379 "FBgn0011582"
"3R" 14157560 "FBgn0051327"
"3R" 14154728 "FBgn0051533"
"3R" 14152885 "FBgn0038209"
"3R" 14148508 "FBgn0038208"
"3R" 14130680 "FBgn0038207"
"3R" 14124163 "FBgn0010340"
"3R" 14119262 "FBgn0020510"
"3R" 14112451 "FBgn0038205"
"3R" 14111151 "FBgn0038204"
"3R" 14104488 "FBgn0038202"
"3R" 14097293 "FBgn0038200"
"3R" 14092504 "FBgn0038199"
"3R" 14044525 "FBgn0011971"
"3R" 14262387 "FBgn0038219"
"3R" 14302428 "FBgn0038221"
"3R" 14309089 "FBgn0004855"
"3R" 14310362 "FBgn0051321"
"3R" 14314854 "FBgn0013767"
"3R" 14316038 "FBgn0011474"
"3R" 14326947 "FBgn0038224"
"3R" 14328051 "FBgn0003480"
"3R" 14380663 "FBgn0038225"
"3R" 14329413 "FBgn0024321"
"3R" 14358356 "FBgn0051320"
"3R" 14320191 "FBgn0038223"
"3R" 14304455 "FBgn0003567"
"3R" 14261391 "FBgn0038218"
"3R" 14260208 "FBgn0038217"
"3R" 14511838 "FBgn0038234"
"3R" 14521049 "FBgn0038236"
"3R" 14560935 "FBgn0038239"
"3R" 14562340 "FBgn0038240"
"3R" 14565927 "FBgn0038242"
"3R" 14577217 "FBgn0020299"
"3R" 14609642 "FBgn0038246"
"3R" 14625755 "FBgn0013981"
"3R" 14630478 "FBgn0038247"
"3R" 14657447 "FBgn0038250"
"3R" 14659438 "FBgn0038251"
"3R" 14663450 "FBgn0038252"
"3R" 14661176 "FBgn0025808"
"3R" 14626676 "FBgn0038248"
"3R" 14619030 "FBgn0003169"
"3R" 14570472 "FBgn0038244"
"3R" 14569103 "FBgn0004629"
"3R" 14567611 "FBgn0038243"
"3R" 14566432 "FBgn0051313"
"3R" 14564323 "FBgn0038241"
"3R" 14559166 "FBgn0038238"
"3R" 14513901 "FBgn0038237"
"3R" 14512639 "FBgn0038235"
"3R" 14509049 "FBgn0038233"
"3R" 14796305 "FBgn0038260"
"3R" 14798986 "FBgn0038261"
"3R" 14801773 "FBgn0038262"
"3R" 14845043 "FBgn0038266"
"3R" 14879457 "FBgn0038268"
"3R" 14886456 "FBgn0067628"
"3R" 14886456 "FBgn0067629"
"3R" 14890231 "FBgn0038271"
"3R" 14894784 "FBgn0038273"
"3R" 14898739 "FBgn0038275"
"3R" 14918628 "FBgn0038279"
"3R" 14902330 "FBgn0028662"
"3R" 14900432 "FBgn0038277"
"3R" 14895703 "FBgn0038274"
"3R" 14892392 "FBgn0038272"
"3R" 14889004 "FBgn0004597"
"3R" 14882498 "FBgn0038269"
"3R" 14751748 "FBgn0038258"
"3R" 14745901 "FBgn0038257"
"3R" 14732414 "FBgn0011217"
"3R" 14724760 "FBgn0038256"
"3R" 15014770 "FBgn0038280"
"3R" 15037366 "FBgn0038281"
"3R" 15137148 "FBgn0038291"
"3R" 15139958 "FBgn0038292"
"3R" 15191058 "FBgn0038296"
"3R" 15170625 "FBgn0038294"
"3R" 15135138 "FBgn0038290"
"3R" 15079320 "FBgn0038286"
"3R" 15078530 "FBgn0038285"
"3R" 15209204 "FBgn0038300"
"3R" 15213974 "FBgn0038302"
"3R" 15219256 "FBgn0038304"
"3R" 15229665 "FBgn0038307"
"3R" 15263552 "FBgn0014879"
"3R" 15265591 "FBgn0016691"
"3R" 15268662 "FBgn0038312"
"3R" 15275522 "FBgn0038313"
"3R" 15310193 "FBgn0004117"
"3R" 15316471 "FBgn0038315"
"3R" 15320756 "FBgn0026441"
"3R" 15328729 "FBgn0000533"
"3R" 15330738 "FBgn0038319"
"3R" 15333266 "FBgn0038320"
"3R" 15340667 "FBgn0021750"
"3R" 15346205 "FBgn0051301"
"3R" 15351225 "FBgn0038324"
"3R" 15357229 "FBgn0038326"
"3R" 15361692 "FBgn0038327"
"3R" 15371957 "FBgn0038331"
"3R" 15408423 "FBgn0041188"
"3R" 15421108 "FBgn0038339"
"3R" 15402598 "FBgn0038337"
"3R" 15381407 "FBgn0038334"
"3R" 15370036 "FBgn0038332"
"3R" 15367816 "FBgn0038330"
"3R" 15362796 "FBgn0026737"
"3R" 15358481 "FBgn0026634"
"3R" 15353720 "FBgn0038325"
"3R" 15343653 "FBgn0019925"
"3R" 15337908 "FBgn0038321"
"3R" 15331584 "FBgn0013269"
"3R" 15325325 "FBgn0038318"
"3R" 15318203 "FBgn0038316"
"3R" 15277981 "FBgn0011476"
"3R" 15276440 "FBgn0027378"
"3R" 15270432 "FBgn0000283"
"3R" 15266684 "FBgn0038311"
"3R" 15247163 "FBgn0038309"
"3R" 15232212 "FBgn0045035"
"3R" 15227605 "FBgn0038306"
"3R" 15223378 "FBgn0051344"
"3R" 15222251 "FBgn0051155"
"3R" 15214762 "FBgn0038303"
"3R" 15211277 "FBgn0038301"
"3R" 15206703 "FBgn0038299"
"3R" 15203069 "FBgn0028984"
"3R" 15439969 "FBgn0000047"
"3R" 15481906 "FBgn0038342"
"3R" 15483158 "FBgn0019940"
"3R" 15486050 "FBgn0038344"
"3R" 15494602 "FBgn0038345"
"3R" 15548628 "FBgn0038350"
"3R" 15542748 "FBgn0038349"
"3R" 15537713 "FBgn0038348"
"3R" 15530072 "FBgn0051296"
"3R" 15484730 "FBgn0038343"
"3R" 15666183 "FBgn0053207"
"3R" 15693086 "FBgn0051446"
"3R" 15695241 "FBgn0038353"
"3R" 15704676 "FBgn0038354"
"3R" 15744654 "FBgn0038355"
"3R" 15763115 "FBgn0038356"
"3R" 15774416 "FBgn0038358"
"3R" 15779805 "FBgn0038359"
"3R" 15786703 "FBgn0038360"
"3R" 15788521 "FBgn0038361"
"3R" 15792688 "FBgn0038363"
"3R" 15802275 "FBgn0038365"
"3R" 15804248 "FBgn0026616"
"3R" 15825747 "FBgn0038366"
"3R" 15834648 "FBgn0038369"
"3R" 15837419 "FBgn0003483"
"3R" 15846534 "FBgn0038373"
"3R" 15860196 "FBgn0038377"
"3R" 15857871 "FBgn0051183"
"3R" 15853868 "FBgn0038376"
"3R" 15838146 "FBgn0038371"
"3R" 15836048 "FBgn0017567"
"3R" 15823019 "FBgn0003227"
"3R" 15789473 "FBgn0000246"
"3R" 15766246 "FBgn0038357"
"3R" 15715505 "FBgn0051294"
"3R" 15906240 "FBgn0051292"
"3R" 15908398 "FBgn0038381"
"3R" 15920898 "FBgn0038385"
"3R" 15933847 "FBgn0038387"
"3R" 15935100 "FBgn0013334"
"3R" 15963884 "FBgn0038389"
"3R" 15965446 "FBgn0038390"
"3R" 15973298 "FBgn0022787"
"3R" 16009105 "FBgn0038391"
"3R" 16026079 "FBgn0003117"
"3R" 16043498 "FBgn0038394"
"3R" 16049670 "FBgn0038396"
"3R" 16050801 "FBgn0027948"
"3R" 16083878 "FBgn0038398"
"3R" 16099228 "FBgn0010379"
"3R" 16078980 "FBgn0052855"
"3R" 16060589 "FBgn0038397"
"3R" 16046347 "FBgn0024222"
"3R" 16044747 "FBgn0038395"
"3R" 15968134 "FBgn0002783"
"3R" 15964678 "FBgn0052856"
"3R" 15962167 "FBgn0038388"
"3R" 15950201 "FBgn0051088"
"3R" 15932700 "FBgn0038386"
"3R" 15896926 "FBgn0027657"
"3R" 15889194 "FBgn0038380"
"3R" 16116161 "FBgn0003319"
"3R" 16147029 "FBgn0038401"
"3R" 16154982 "FBgn0063649"
"3R" 16171991 "FBgn0038404"
"3R" 16203371 "FBgn0051287"
"3R" 16225651 "FBgn0040071"
"3R" 16264271 "FBgn0020407"
"3R" 16267012 "FBgn0020399"
"3R" 16305758 "FBgn0038412"
"3R" 16321403 "FBgn0011858"
"3R" 16321690 "FBgn0012011"
"3R" 16323415 "FBgn0038414"
"3R" 16325492 "FBgn0038415"
"3R" 16327849 "FBgn0038416"
"3R" 16310542 "FBgn0040271"
"3R" 16261355 "FBgn0040237"
"3R" 16198000 "FBgn0038407"
"3R" 16186156 "FBgn0024491"
"3R" 16149369 "FBgn0038402"
"3R" 16144401 "FBgn0038400"
"3R" 16342318 "FBgn0038418"
"3R" 16349404 "FBgn0027095"
"3R" 16430681 "FBgn0051279"
"3R" 16431940 "FBgn0051282"
"3R" 16432998 "FBgn0038424"
"3R" 16434899 "FBgn0038425"
"3R" 16443207 "FBgn0038429"
"3R" 16454492 "FBgn0038431"
"3R" 16456052 "FBgn0038432"
"3R" 16470099 "FBgn0027053"
"3R" 16472601 "FBgn0038435"
"3R" 16477110 "FBgn0038436"
"3R" 16571515 "FBgn0038445"
"3R" 16573179 "FBgn0038446"
"3R" 16499058 "FBgn0028381"
"3R" 16484566 "FBgn0038439"
"3R" 16482694 "FBgn0038438"
"3R" 16481861 "FBgn0038437"
"3R" 16445007 "FBgn0044826"
"3R" 16441843 "FBgn0038428"
"3R" 16436045 "FBgn0038426"
"3R" 16424987 "FBgn0051497"
"3R" 16374434 "FBgn0003513"
"3R" 16368855 "FBgn0038423"
"3R" 16360329 "FBgn0038422"
"3R" 16357535 "FBgn0038421"
"3R" 16350786 "FBgn0038420"
"3R" 16345825 "FBgn0038419"
"3R" 16594414 "FBgn0038447"
"3R" 16609220 "FBgn0027109"
